年度,學號,
109,09117033,"A,I,R"
109,09117034,"A,E,R,S"
109,09117035,"A,E"
109,09117036,"R,A,E"
109,09117037,"C,R,A,I"
109,09117038,"S,E"
109,09117039,"A,S"
109,09117040,"A,S"
109,09117041,"A,I"
109,09117042,"C,R"
109,09117044,"C,A,R"
109,09117045,"A,C"
109,09117046,"A,S,R"
109,09117047,"A,R,S"
109,09117048,"A,E"
109,09117049,"A,S"
109,09117050,"A,E,R,S"
109,09117051,"S,A,E"
109,09117052,"C,S,R"
109,09117053,"E,S"
109,09117054,"C,R,E"
109,09117055,"A,E,S"
109,09117056,"A,R,C,S"
109,09117057,"A,S"
109,09117058,"C,A,I"
109,09117081,"R,C,E"
109,09121101,S
109,09121103,"I,R"
109,09121104,"A,S"
109,09121105,"C,E,I"
109,09121106,"C,S"
109,09121107,"A,C,R"
109,09121109,"A,S,E"
109,09121111,"I,R"
109,09121112,"E,S,I"
109,09121113,"S,C,I"
109,09121114,"C,A,E"
109,09121115,"A,R,E"
109,09121117,"S,A"
109,09121118,S
109,09121119,"A,I"
109,09121120,"I,A"
109,09121121,"C,S,I"
109,09121122,"E,C,A"
109,09121123,"A,E,I"
109,09121124,"I,S,R"
109,09121125,"R,A,C,I"
109,09121126,"S,C"
109,09121127,"A,C,I"
109,09121128,"C,A,E"
109,09121129,"E,S,A"
109,09121130,"E,A,R,S"
109,09121131,"C,I,S"
109,09121133,"E,A,S"
109,09121134,"S,A,E"
109,09121135,"A,C,I"
109,09121136,"A,R,C,I"
109,09121137,"C,I,R"
109,09121138,"C,E,S"
109,09121139,"C,E,S"
109,09121140,A
109,09121141,"E,R,S"
109,09121142,"E,S,C"
109,09121144,"E,C,S"
109,09121145,"A,C"
109,09121146,"C,S,R"
109,09121147,"A,C,S"
109,09121148,"A,C,E"
109,09121149,"E,S,C"
109,09121150,"A,S,E"
109,09121151,"C,S,E"
109,09121152,"A,E"
109,09121153,"E,R,A"
109,09121154,"A,E,I,R"
109,09121156,"A,S,I"
109,09121157,"C,E"
109,09121158,"A,I,R"
109,09121159,"I,S,A"
109,09121160,"E,C,S"
109,09121201,"A,C,R,S"
109,09121202,"A,E"
109,09121203,"S,E"
109,09121205,"S,C,E"
109,09121206,"C,E,S"
109,09121208,"C,A,E"
109,09121209,"A,S,C"
109,09121210,"A,C,E,R"
109,09121211,"A,I,C"
109,09121212,"A,E,S"
109,09121214,"C,E,S"
109,09121215,"E,S,A"
109,09121216,"E,S,A,R"
109,09121217,"A,S,C"
109,09121218,"C,I"
109,09121219,"E,S,A"
109,09121220,"E,S"
109,09121221,"C,I,E"
109,09121223,"S,C,E"
109,09121224,"C,R,E"
109,09121225,"C,E"
109,09121226,"A,C,E,I"
109,09121227,"A,E"
109,09121228,"I,A,C"
109,09121229,"A,C"
109,09121230,"A,S,I"
109,09121231,"A,E"
109,09121232,"A,C,I,S"
109,09121233,"S,C,R"
109,09121234,"S,C,E"
109,09121235,"A,C,R"
109,09121236,"R,A,C,S"
109,09121237,"I,A,S"
109,09121238,"A,C,R"
109,09121239,"A,E"
109,09121240,"E,I,R,S"
109,09121241,"C,E"
109,09121242,"E,C,S"
109,09121243,"A,I"
109,09121244,"E,C,A"
109,09121245,"A,C,R,S"
109,09121246,"C,A"
109,09121247,"I,S,E"
109,09121248,"A,C"
109,09121249,"C,E,S"
109,09121250,"S,A,E"
109,09121251,"A,C,R,S"
109,09121252,"A,S,R"
109,09121253,"C,A,E"
109,09121254,"C,I,S"
109,09121255,"E,S,I"
109,09121256,"C,S,R"
109,09121257,"I,C,R"
109,09121258,"E,R"
109,09121259,"A,E,S"
109,09121301,"A,I,S"
109,09121302,"R,I,C"
109,09121304,"A,S,I"
109,09121306,"S,A"
109,09121307,"S,A"
109,09121308,"S,C,A"
109,09121309,"C,S,R"
109,09121311,"C,E,S"
109,09121312,"A,I,E"
109,09121313,"A,R,C"
109,09121314,"E,C,R,S"
109,09121316,"C,S,R"
109,09121318,"E,C,I,R"
109,09121319,"E,C,I"
109,09121320,"A,S,E"
109,09121321,"S,A"
109,09121322,"E,A"
109,09121323,"A,C,S"
109,09121324,I
109,09121325,"A,C,S"
109,09121326,"E,I,S"
109,09121327,"A,C,S"
109,09121328,"C,E,R"
109,09121329,"C,S"
109,09121330,"A,E"
109,09121332,"E,S"
109,09121333,"A,C,I"
109,09121334,"C,E,A"
109,09121335,"A,S"
109,09121336,"C,I"
109,09121337,"C,A,E"
109,09121338,"E,A,I"
109,09121339,"C,E,R"
109,09121340,"C,E"
109,09121341,"I,A,R,S"
109,09121342,"S,C,A"
109,09121343,"A,S,R"
109,09121346,"C,A,I"
109,09121347,"C,E,A"
109,09121348,S
109,09121349,"C,E,S"
109,09121350,"I,R,S"
109,09121351,"S,E,R"
109,09121352,"C,A,S"
109,09121353,"R,A,E"
109,09121354,"A,S,C"
109,09121355,"C,E,R"
109,09121356,"A,E,R"
109,09121357,"E,C,I"
109,09121358,"S,A"
109,09121359,"E,S,C"
109,09122101,"A,E,R"
109,09122102,"R,E,C"
109,09122104,"E,R"
109,09122105,"C,R"
109,09122106,"C,A"
109,09122107,"S,A,I"
109,09122108,"A,C,I"
109,09122110,"E,C,I"
109,09122111,"A,C,E"
109,09122112,"C,E"
109,09122113,"R,I"
109,09122114,"A,R,S"
109,09122115,"E,C,S"
109,09122116,"S,C,E"
109,09122117,"C,A,I,S"
109,09122118,"A,E,I,S"
109,09122119,"S,C,A"
109,09122120,"C,A,S"
109,09122121,"S,C,E"
109,09122122,"E,A,C,I"
109,09122123,"C,I"
109,09122124,"C,I,S"
109,09122125,"E,A,C,S"
109,09122126,"A,C,I"
109,09122127,"A,R"
109,09122129,"S,C,I"
109,09122130,"A,S"
109,09122131,"A,S,E"
109,09122132,"E,A,C"
109,09122133,"A,I,R"
109,09122134,"I,R"
109,09122135,"E,I"
109,09122136,"E,S,A,C"
109,09122137,"A,C,R"
109,09122138,"A,S,R"
109,09122139,"A,C,I"
109,09122140,"A,C,S"
109,09122141,"C,S,R"
109,09122142,"E,I,R"
109,09122143,"A,E,S"
109,09122144,"C,I,R"
109,09122145,"A,E,I"
109,09122146,A
109,09122147,"A,S"
109,09122148,"A,E"
109,09122149,"A,S,C"
109,09122150,"C,I,E,R"
109,09122151,"S,A,E,I"
109,09122152,"C,E,A"
109,09122153,"A,C"
109,09122154,"A,E,I"
109,09122155,"A,E"
109,09122156,"A,C,I"
109,09122157,"C,E,I,R"
109,09122158,"E,R,S"
109,09122159,"A,E"
109,09122181,"A,C,I"
109,09122201,"E,A,R"
109,09122202,"R,A,C"
109,09122204,"E,C"
109,09122205,"A,I,C"
109,09122207,"C,E,R,S"
109,09122208,"A,I,R"
109,09122209,"E,C"
109,09122210,"A,E,R"
109,09122211,"I,A"
109,09122212,"I,S,A"
109,09122213,"A,C,R"
109,09122214,"C,A,R"
109,09122215,"A,E,C,R"
109,09122216,"E,C,R"
109,09122217,"A,R,C"
109,09122218,"A,C,E,I,R,S"
109,09122219,"C,S,I"
109,09122220,"A,C,R"
109,09122222,"A,R"
109,09122223,"A,I,R"
109,09122224,"A,C,R"
109,09122225,"I,C,R"
109,09122226,"A,S,C"
109,09122227,"A,C,S"
109,09122228,"C,I,R"
109,09122229,"A,C"
109,09122230,"S,E"
109,09122231,"R,I"
109,09122232,"E,A,S"
109,09122234,"E,S"
109,09122236,"S,A,C"
109,09122237,"A,C,S"
109,09122238,"I,C"
109,09122239,"A,E,S"
109,09122240,"A,S"
109,09122241,"A,C,E"
109,09122243,"A,E,I,R"
109,09122244,"A,I,R"
109,09122245,"E,A,C"
109,09122246,"R,S"
109,09122247,"C,E,A"
109,09122248,"C,E,I"
109,09122249,"A,S,C"
109,09122250,"A,C"
109,09122251,"E,A,S"
109,09122252,"S,C,E"
109,09122253,"C,I"
109,09122254,"A,C,R"
109,09122255,"A,I,R"
109,09122256,"A,I,E"
109,09122257,"A,E,R"
109,09122258,"E,R,C"
109,09122274,"R,I,S"
109,09122276,"A,R,I"
109,09122281,"E,C"
109,09122302,"A,E,S"
109,09122303,"E,S,I"
109,09122304,"I,A,C"
109,09122306,"A,S"
109,09122307,"C,A"
109,09122308,"I,R,C"
109,09122309,"S,A,R"
109,09122310,"C,I,R"
109,09122312,"E,I,A,R"
109,09122313,"A,S,I,R"
109,09122315,"C,E,I"
109,09122316,"A,E,S"
109,09122318,"A,R"
109,09122319,"C,S,E"
109,09122320,"E,A,C"
109,09122321,"A,S,I"
109,09122322,"C,S,I"
109,09122323,"E,I,S"
109,09122324,"A,E"
109,09122325,"C,E,S"
109,09122326,"C,R"
109,09122327,"A,C,R"
109,09122328,"C,R,I"
109,09122329,"A,S,C"
109,09122330,"A,C,R"
109,09122331,"A,R"
109,09122332,"S,A,E"
109,09122333,"I,E"
109,09122334,"C,A,E"
109,09122335,"A,S,E"
109,09122336,"A,E"
109,09122337,"A,S,I"
109,09122338,"E,A,C"
109,09122340,"A,S,I"
109,09122341,"I,A,C,R"
109,09122342,"E,A,I"
109,09122343,"S,A"
109,09122344,"S,R"
109,09122345,"A,I"
109,09122346,"A,S,E"
109,09122347,"E,C,A"
109,09122348,"A,I"
109,09122349,"A,E,I"
109,09122350,"A,I,R"
109,09122352,"C,S"
109,09122353,"A,S,E"
109,09122354,"S,E,R"
109,09122355,"E,C,I"
109,09122356,"A,C,I"
109,09122357,"C,A"
109,09122358,"A,R,S"
109,09122375,"E,I,R"
109,09123002,"C,E,I,S"
109,09123003,"E,C"
109,09123004,"C,E"
109,09123006,"C,E"
109,09123007,"C,S,E"
109,09123008,"C,A"
109,09123009,"E,C,S"
109,09123010,"R,I"
109,09123011,"C,I,S"
109,09123012,"A,R"
109,09123013,"A,I,C,R"
109,09123014,"E,C"
109,09123015,"A,S"
109,09123016,"A,E"
109,09123017,"C,S,R"
109,09123018,"C,S,A"
109,09123019,"E,A"
109,09123020,"C,E,I"
109,09123021,"C,E,S"
109,09123022,"S,C,E"
109,09123023,"E,A"
109,09123024,"E,C,S"
109,09123025,"C,E"
109,09123026,"A,S,I"
109,09123027,"S,C"
109,09123028,"C,A,S"
109,09123029,"S,C,I"
109,09123030,"C,E,S"
109,09123031,"C,E,I"
109,09123032,"S,C,I,R"
109,09123033,"R,E,I,S"
109,09123034,"A,E,S"
109,09123035,"S,C"
109,09123036,"E,C,S"
109,09123037,"R,A,C"
109,09123038,"C,R,S"
109,09123039,"C,I"
109,09123040,"C,S"
109,09123041,"A,I,R"
109,09123042,"S,A,E"
109,09123044,"C,I"
109,09123045,"C,R,S"
109,09123046,"C,I,R,S"
109,09123047,"S,A"
109,09123048,"C,E,I,S"
109,09123049,"C,E"
109,09123050,"C,E,I"
109,09123052,"S,A,E"
109,09123053,"E,I,C,S"
109,09123054,"A,S"
109,09123055,"I,S,C"
109,09123056,"A,S,R"
109,09123057,"A,S,R"
109,09123058,"E,S"
109,09123059,"C,E,A,S"
109,09131002,"A,S,I"
109,09131003,"I,R,C"
109,09131004,"A,E,R"
109,09131007,"S,I"
109,09131008,"A,I"
109,09131009,"A,I,R"
109,09131010,"C,E,I,R"
109,09131011,"I,E,S"
109,09131012,"R,S,C"
109,09131013,"E,C,R"
109,09131014,"I,R,S"
109,09131015,"R,I,A"
109,09131016,A
109,09131019,"C,E,I"
109,09131020,"R,I,S"
109,09131024,"S,R,E"
109,09131025,"C,A,S"
109,09131026,"C,E,R"
109,09131027,"C,R,S"
109,09131028,"C,A,E,S"
109,09131029,"E,C,S"
109,09131030,"I,R,C"
109,09131031,"R,I"
109,09131032,"I,C,R"
109,09131033,"C,E,A"
109,09131034,"E,S,C"
109,09131035,"C,I,S"
109,09131036,"R,S,A"
109,09131037,"A,R,C,S"
109,09131038,"S,E,R"
109,09131039,"C,S"
109,09131040,"A,I"
109,09131041,"A,E"
109,09131042,"A,I,S"
109,09131044,"S,A,E,R"
109,09131045,"R,I"
109,09131046,"I,R"
109,09131047,"C,E,R,S"
109,09131048,"C,E,I,S"
109,09131049,"A,C,E"
109,09131050,"C,I,R"
109,09131051,"R,A"
109,09131052,"E,I"
109,09131053,"C,S,I,R"
109,09131054,"R,I"
109,09131055,"I,C,R"
109,09131057,"A,I,R"
109,09131058,"C,R,E"
109,09131059,"I,A,R"
109,09132001,"I,R,C"
109,09132003,"I,C,S"
109,09132004,"R,I,C"
109,09132006,"R,C,S"
109,09132007,"I,R,C"
109,09132010,"I,R,S"
109,09132011,"I,R"
109,09132012,"R,I"
109,09132013,"I,R,A"
109,09132014,"R,S,A,C"
109,09132016,"I,R,C"
109,09132017,"R,E,I"
109,09132018,"I,C,R"
109,09132019,"I,C,S"
109,09132020,"I,R"
109,09132021,"R,A,I"
109,09132022,"R,A,C"
109,09132023,"S,E"
109,09132024,"I,A,C"
109,09132025,"C,I,E"
109,09132026,"I,C,R"
109,09132027,"I,R,A"
109,09132028,"I,C,R,S"
109,09132029,"I,C"
109,09132030,"I,C,R"
109,09132031,"R,I,A"
109,09132033,"C,R,I"
109,09132034,"E,I,C,R"
109,09132035,"I,R,A"
109,09132036,"A,C,R"
109,09132037,"A,I,C,R"
109,09132038,"I,S"
109,09132040,"I,C,E,R"
109,09132041,"E,A"
109,09132042,"I,A,R"
109,09132043,"I,A,R"
109,09132044,"I,S,C"
109,09132045,"C,S"
109,09132046,"I,E,S"
109,09132047,"I,R"
109,09132048,"S,I"
109,09132049,"I,A,R"
109,09132050,"A,I,E"
109,09132051,"E,I,S"
109,09132052,"E,R"
109,09132053,"I,R,A"
109,09132054,"I,E"
109,09132055,A
109,09132056,"R,I"
109,09132057,"R,C,E,I"
109,09132058,"I,A"
109,09132059,"R,A,I"
109,09133001,"I,C,R,S"
109,09133002,"R,A"
109,09133003,"E,I,S"
109,09133004,"C,I,R"
109,09133005,"R,I,C"
109,09133006,"R,C,A"
109,09133007,"C,I,S"
109,09133008,"R,A,I"
109,09133009,"I,R"
109,09133010,"R,C,I"
109,09133011,"S,I,E"
109,09133013,"E,A,R"
109,09133014,"I,C"
109,09133015,"E,A,I,S"
109,09133016,"R,I,C"
109,09133018,"E,S,R"
109,09133020,"R,S"
109,09133021,"I,C,R"
109,09133022,"I,R,C"
109,09133023,"C,I,R"
109,09133024,"I,R,A,C"
109,09133025,"C,S"
109,09133026,"R,I"
109,09133027,"C,S"
109,09133028,"A,C,I"
109,09133029,"I,R,A"
109,09133030,"I,R,C"
109,09133031,"I,R,A"
109,09133032,"C,I,A,R"
109,09133033,"A,I,R"
109,09133034,"R,C,S"
109,09133035,"S,C,I"
109,09133036,"E,I,R"
109,09133037,"S,C"
109,09133038,"S,I,A"
109,09133039,"I,A,C,R"
109,09133040,"I,S,A"
109,09133041,"C,I,R"
109,09133042,"A,I,S"
109,09133043,"C,R"
109,09133044,"C,I,R"
109,09133045,"I,E"
109,09133046,"E,I,R"
109,09133047,"I,R,C"
109,09133048,"A,C,I"
109,09133049,"R,I,C"
109,09133050,"R,E,I"
109,09133051,"I,R,C"
109,09133052,"E,S,I,R"
109,09133053,"S,E,I,R"
109,09133054,"E,C,I,S"
109,09133055,"C,I,E"
109,09133056,"A,C,E,I"
109,09133057,"I,C,E"
109,09133058,"C,I,S"
109,09133059,"C,A,I"
109,09134001,"I,S,C"
109,09134002,"I,S"
109,09134005,"C,S,I"
109,09134006,"I,R"
109,09134007,"C,A,R"
109,09134008,"I,R,C"
109,09134010,"C,I,R,S"
109,09134011,"I,R,A,E"
109,09134012,"I,R,C"
109,09134013,"R,I,S"
109,09134017,"R,A,E"
109,09134018,"C,R,A"
109,09134019,"I,A,S"
109,09134021,"I,R,S"
109,09134022,"I,C"
109,09134023,"C,I"
109,09134024,"C,E,I,S"
109,09134025,"A,I,S"
109,09134026,"C,I"
109,09134027,"S,A,R"
109,09134028,"I,S,R"
109,09134029,"E,I"
109,09134030,"I,S"
109,09134031,"I,S,C"
109,09134032,"I,A"
109,09134033,"S,A,I"
109,09134034,"I,A"
109,09134035,"S,E,I"
109,09134036,"I,R,A,C"
109,09134037,"I,S,A"
109,09134039,"C,I"
109,09134041,"C,I,R"
109,09134042,"I,R,A,E"
109,09134043,"I,R,S"
109,09134044,"I,R,C"
109,09134045,"A,R,I"
109,09134046,"I,R,A"
109,09134047,"I,E,S"
109,09134048,"I,E"
109,09134049,"I,R,C"
109,09134052,"I,C,R"
109,09134053,"I,S,R"
109,09134054,"I,R,S"
109,09134055,"I,R,S"
109,09134056,"E,S,A"
109,09134057,"I,S,R"
109,09134058,"C,I,R"
109,09134059,"I,R"
109,09135001,"A,C"
109,09135003,"A,S,E"
109,09135004,"S,I,A"
109,09135005,"C,A,S"
109,09135006,"A,I,R,S"
109,09135007,"I,A,R"
109,09135008,"I,A,S"
109,09135010,"C,A,S"
109,09135011,"R,A"
109,09135012,"S,C"
109,09135013,"S,A,I"
109,09135015,"S,E,I"
109,09135016,"E,C"
109,09135017,"A,S,C,I"
109,09135018,"C,I,A,R"
109,09135021,"E,A,R,S"
109,09135022,"E,S"
109,09135023,"I,A"
109,09135024,"C,I,A,S"
109,09135025,"A,C,S"
109,09135026,"C,A,I,R"
109,09135027,"S,C,I"
109,09135028,"S,C,A"
109,09135029,"A,C,S"
109,09135030,"E,I,A"
109,09135031,"E,S,C,R"
109,09135032,"S,R,C"
109,09135033,"A,I,R"
109,09135034,"C,A,R"
109,09135035,"I,S,E"
109,09135036,"E,A,S"
109,09135037,"S,C,E"
109,09135038,"R,S,I"
109,09135039,"C,E,S"
109,09135040,"I,R"
109,09135041,"S,C,R"
109,09135042,"S,I"
109,09135043,"A,E,I,S"
109,09135044,"E,I,S"
109,09135045,"R,S,A,C"
109,09135046,"I,E,S"
109,09135047,"A,I,C"
109,09135049,"A,S"
109,09135050,"E,S,C,I"
109,09135051,"S,A,C"
109,09135052,"S,C,R"
109,09135053,"S,E,C"
109,09135054,"A,S"
109,09135055,"S,I"
109,09135056,"E,R,A"
109,09135057,"A,S"
109,09135058,"S,I,C"
109,09135059,"E,C,S"
109,09135060,"I,A,S"
109,09135061,"A,S,E,I"
109,09135062,"E,S,I"
109,09135071,"A,C,E"
109,09135074,"E,R,A"
109,09135079,"S,I,A"
109,09141101,"C,E,S"
109,09141103,"C,I,S"
109,09141104,"S,E,A"
109,09141105,"E,I,C"
109,09141106,"A,E,R"
109,09141107,"I,A,C,R"
109,09141108,"S,E"
109,09141109,"C,S,E"
109,09141110,"E,C"
109,09141112,"C,E,R"
109,09141113,"S,E,C"
109,09141114,"S,C,I"
109,09141115,"C,R"
109,09141116,"C,R,I"
109,09141117,"C,E,R"
109,09141118,"S,C,R"
109,09141119,"C,R"
109,09141121,"C,I,S"
109,09141122,"R,C,I"
109,09141123,"C,I,R"
109,09141124,"A,E,I"
109,09141125,"C,E,S"
109,09141126,"C,S,E"
109,09141127,"E,S"
109,09141128,"S,I"
109,09141129,"R,C,E,S"
109,09141130,"A,S,E"
109,09141131,"I,S,C,R"
109,09141132,"A,S,C"
109,09141133,"C,E,R"
109,09141134,"I,A,R"
109,09141135,"A,E,C,S"
109,09141138,"A,S,I"
109,09141139,"A,S,E,I"
109,09141140,"E,R"
109,09141143,"S,E"
109,09141144,"C,I,R"
109,09141145,"C,S"
109,09141146,"E,C,S"
109,09141147,"C,S,E,I"
109,09141148,"S,A,C"
109,09141149,"S,A"
109,09141150,"I,S,C"
109,09141151,"E,A,S"
109,09141152,"E,A,R"
109,09141153,"C,S"
109,09141154,"C,E,I"
109,09141155,"S,C,E"
109,09141156,"E,S,A"
109,09141201,"A,S"
109,09141202,"S,C,I"
109,09141203,"A,C"
109,09141204,"R,C,I"
109,09141205,"C,E"
109,09141206,"C,A,E,R"
109,09141207,"A,S"
109,09141210,"E,C"
109,09141211,"I,S,R"
109,09141213,"E,S,C"
109,09141214,"S,E"
109,09141215,"C,S,I,R"
109,09141216,"C,E"
109,09141217,"A,I"
109,09141218,"R,A,C"
109,09141219,"S,E,I"
109,09141220,"A,C,S"
109,09141221,"A,C,E,R"
109,09141222,"E,S"
109,09141223,"A,C,I"
109,09141224,"C,I,R"
109,09141225,"C,S"
109,09141226,"S,C,R"
109,09141227,"E,I"
109,09141228,"E,C"
109,09141229,"I,S,C"
109,09141230,"S,C,E"
109,09141231,"E,A,R"
109,09141232,"C,I,E"
109,09141233,"A,C"
109,09141234,A
109,09141235,"S,A"
109,09141236,"S,C,E"
109,09141237,"S,C"
109,09141238,"A,C,I"
109,09141239,"C,A,I"
109,09141240,"C,I,R,S"
109,09141241,"E,C,R"
109,09141242,"R,C,I"
109,09141243,"C,E,R"
109,09141244,"A,S,C,I"
109,09141245,"S,E"
109,09141246,"A,E,S"
109,09141248,"A,E,I,S"
109,09141249,"A,E,R,S"
109,09141250,"C,E"
109,09141251,"R,C"
109,09141252,"E,S"
109,09141253,"E,I,C"
109,09141254,"C,R"
109,09141255,"E,C,S"
109,09141256,"C,A,E"
109,09141301,"A,C,I,R"
109,09141302,"E,A,S"
109,09141303,"C,R,I"
109,09141304,"C,I,A"
109,09141305,"E,A,C"
109,09141306,"A,S,E"
109,09141307,"C,S,E"
109,09141308,"E,A,C"
109,09141310,"E,I,R"
109,09141311,"I,R,C"
109,09141312,"I,A,R,S"
109,09141313,"C,A,R,S"
109,09141314,"E,A"
109,09141315,"C,I"
109,09141316,"S,C,E"
109,09141317,"E,R"
109,09141318,"C,E,R"
109,09141319,"I,C,R"
109,09141320,"E,R,S"
109,09141321,"A,E,C"
109,09141323,"S,C,I"
109,09141324,"E,C,I"
109,09141325,"S,C,E"
109,09141326,"C,E,S"
109,09141328,"S,C,I"
109,09141329,"A,S,C"
109,09141331,"A,E"
109,09141332,"E,S,A"
109,09141333,"I,C,R"
109,09141334,"C,A,I"
109,09141335,"E,I,S"
109,09141336,"C,R,S"
109,09141338,"E,S,C"
109,09141340,"C,I"
109,09141341,"I,C,A"
109,09141342,"A,I"
109,09141343,"R,A"
109,09141345,"R,I"
109,09141346,"C,S,R"
109,09141348,"C,S,I"
109,09141349,"C,S,I"
109,09141350,"C,A,R"
109,09141351,"A,R"
109,09141352,"A,C,E"
109,09141353,"A,S"
109,09141354,"S,E,C"
109,09141355,"C,E,R,S"
109,09141356,"R,I,S"
109,09141401,"R,C,I,S"
109,09141403,"C,I,S"
109,09141405,"A,E"
109,09141406,"E,I,S"
109,09141408,"A,C,I"
109,09141409,"A,E,I"
109,09141412,"E,I,C"
109,09141413,"A,C,E"
109,09141414,"C,I"
109,09141415,"A,I,C,R"
109,09141416,"C,S,R"
109,09141417,"E,C,A"
109,09141418,"S,C"
109,09141419,E
109,09141420,"C,S,R"
109,09141421,"S,A,C"
109,09141422,"C,R,S"
109,09141423,"C,S,E"
109,09141424,"S,E,I"
109,09141427,"S,E"
109,09141428,"A,C,E,R"
109,09141429,"I,C,R,S"
109,09141430,"C,E,I"
109,09141431,"S,C"
109,09141432,"S,E,A"
109,09141433,"S,E"
109,09141434,"C,A,I"
109,09141435,"E,C,S"
109,09141436,"C,S"
109,09141437,"C,E,A"
109,09141438,"C,R"
109,09141439,"C,R,I"
109,09141440,"A,C"
109,09141441,"S,C"
109,09141442,"C,A,I,R"
109,09141443,"C,A,I"
109,09141444,"A,C,E"
109,09141445,"A,C,I"
109,09141446,"S,C,I"
109,09141447,"C,I,S"
109,09141448,"S,A,C,I"
109,09141450,"A,C,S"
109,09141451,"I,R,C,S"
109,09141453,"A,S"
109,09141454,"C,E"
109,09141455,"A,E,C"
109,09151102,"I,C,R"
109,09151103,"A,I,E"
109,09151104,"I,R,C"
109,09151105,"S,A,C,E"
109,09151106,"C,S"
109,09151107,"C,E,I,R"
109,09151109,"A,E"
109,09151110,"C,I,S"
109,09151111,"A,E,R"
109,09151114,"E,C"
109,09151116,"C,E,I"
109,09151117,"E,C,R"
109,09151120,"E,C,S"
109,09151121,"C,S,I"
109,09151122,"E,I,R"
109,09151123,"A,E,C"
109,09151124,"C,S"
109,09151125,"E,C,R"
109,09151126,"S,C,E,I"
109,09151127,"C,A,E,I"
109,09151128,"C,S,I"
109,09151129,"C,E"
109,09151130,"C,E,S"
109,09151131,"C,E,S"
109,09151132,"C,R,S"
109,09151133,"C,I,R"
109,09151135,"C,A,I"
109,09151136,"C,E"
109,09151137,"C,I,A"
109,09151138,"C,E,S"
109,09151139,"S,C,R"
109,09151142,"E,A"
109,09151143,"C,R,S"
109,09151144,"C,E,R"
109,09151145,"A,I"
109,09151146,"I,A,C"
109,09151147,"E,C"
109,09151148,"A,C,E,S"
109,09151149,"E,S,R"
109,09151150,"E,A,C,R"
109,09151151,"C,E,I"
109,09151152,"I,C"
109,09151153,"C,E,R"
109,09151155,"S,I,R"
109,09151156,"E,I,A"
109,09151157,"C,E,R"
109,09151158,"S,C"
109,09151159,"C,E,S"
109,09151202,"R,A,I"
109,09151203,"C,I,R"
109,09151204,"E,C,R"
109,09151205,"C,R"
109,09151206,"E,C,A"
109,09151207,"I,R,C"
109,09151209,"A,E,R"
109,09151210,"A,E,C,S"
109,09151211,"C,I"
109,09151212,"C,S,A"
109,09151214,"I,R"
109,09151216,"C,E"
109,09151217,"A,I,R"
109,09151218,"C,A,R"
109,09151219,"C,E,I"
109,09151220,"A,E,S"
109,09151221,"C,E,R"
109,09151222,"C,A,I"
109,09151223,"C,I,R,S"
109,09151225,"E,A,C"
109,09151226,"C,E,I,R"
109,09151227,"E,I,A"
109,09151228,"A,C"
109,09151229,"C,R"
109,09151230,"C,R,S"
109,09151231,"C,R"
109,09151232,"A,E"
109,09151233,"A,I,S"
109,09151235,"C,E,I"
109,09151236,"I,A"
109,09151238,"C,E,R"
109,09151240,"C,I,R"
109,09151241,"C,E,I,R"
109,09151242,"A,E,I,S"
109,09151243,"C,S"
109,09151244,"C,I,R"
109,09151245,"E,C,S"
109,09151247,"E,S,C"
109,09151248,"C,I,S"
109,09151249,"E,S,I"
109,09151250,"E,A,C"
109,09151251,"S,E,C"
109,09151252,"C,R"
109,09151254,"A,E,R"
109,09151255,"R,I"
109,09151256,"A,I,C"
109,09151257,"I,R,C"
109,09151258,"C,I"
109,09151305,"R,C,E,S"
109,09151306,"C,I,S"
109,09151307,"C,S,E"
109,09151309,"I,C,R"
109,09151310,"C,I,S"
109,09151313,"C,E,I"
109,09151314,"A,C,I"
109,09151315,"C,A,S"
109,09151317,"C,E,S"
109,09151318,"I,E,S"
109,09151319,"S,A,E"
109,09151320,"E,C,S"
109,09151321,"C,S,I"
109,09151322,"C,E,A"
109,09151324,"E,A,I"
109,09151325,"E,C,R"
109,09151327,"R,A,I"
109,09151328,"C,S,R"
109,09151329,"C,E"
109,09151330,"I,C,R"
109,09151331,"C,I"
109,09151333,"A,C,E"
109,09151334,"C,I,R"
109,09151335,"C,E,A,I"
109,09151336,"C,E,R"
109,09151337,"C,E,S"
109,09151338,"I,S"
109,09151339,"R,C,E"
109,09151340,"A,E,I,R,S,C"
109,09151341,"C,E,S"
109,09151342,"A,I,R"
109,09151343,"E,A,C"
109,09151344,"C,A,I"
109,09151345,"E,C,I"
109,09151346,"S,C,E,I"
109,09151348,"C,R"
109,09151349,"C,E"
109,09151350,"C,S"
109,09151351,"C,E,S"
109,09151352,"A,C"
109,09151353,"I,C,R"
109,09151354,"C,I,S"
109,09151355,"S,I"
109,09151356,"I,C"
109,09151357,"E,S,C"
109,09151358,"E,C"
109,09152101,"I,A,R"
109,09152102,"I,C,R"
109,09152103,"I,C"
109,09152105,"C,E,I,R"
109,09152107,"C,I,S"
109,09152108,"C,E,A"
109,09152109,"C,S,E"
109,09152110,"A,S,R"
109,09152111,"E,I,C,R"
109,09152112,"E,S,A"
109,09152114,"A,E"
109,09152115,"C,R,I"
109,09152116,"E,A"
109,09152117,"I,C,R,S"
109,09152119,"C,E"
109,09152120,"R,I,C"
109,09152121,"E,C"
109,09152122,"C,I"
